geocode,legal_description,total_market_land,last_modified,property_address,sub_category,subdivision,owners__0,land_value,building_value,yoY_difference,market_land_details__0,market_land_details__1,market_land_details__2,market_land_details__4,other_building_details__0,other_building_details__1,other_building_details__2,other_building_details__4,other_building_details__5,other_building_details__8,other_building_details__9,other_building_details__10,other_building_details__12,other_building_details__13,other_building_details__16,other_building_details__17,other_building_details__18,other_building_details__20,other_building_details__21,other_building_details__24,other_building_details__25,other_building_details__26,other_building_details__28,other_building_details__29,other_building_details__32,other_building_details__33,other_building_details__34,other_building_details__36,other_building_details__37,other_building_details__40,other_building_details__41,other_building_details__42,other_building_details__44,other_building_details__45,other_building_details__48,other_building_details__49,other_building_details__50,other_building_details__52,other_building_details__53,building_details__3,building_details__4,building_details__5,building_details__6,building_details__8,building_details__10,building_details__11,building_details__12,building_details__14,building_details__15,building_details__16,building_details__17,building_details__18,other_building_details__56,other_building_details__57,other_building_details__58,other_building_details__60,other_building_details__61,building_details__7,building_details__9,building_details__13,building_details__19,other_building_details__64,other_building_details__65,other_building_details__66,other_building_details__68,other_building_details__69,other_building_details__72,other_building_details__73,other_building_details__74,other_building_details__76,other_building_details__77,other_building_details__80,other_building_details__81,other_building_details__82,other_building_details__84,other_building_details__85,market_land_details__6,market_land_details__7,market_land_details__8,market_land_details__10,building_details__20
03-0927-04-3-13-16-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 13, Lot 44, & E23'  LT 43",0.154,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,1/16/2020 12:22:12 PM,36951,295890,71321,Primary Site,   ,   ,36951,"RRG3 - Garage, frame, detached, unfinished",4,3501,440,  ,"RRS2 - Shed, residential, metal",C,3501,48,  ,RPA2 - Concrete,A,3501,850,  ,RPA2 - Concrete,A,3501,260,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-05-21-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 21, Lot 31 - 32",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/27/2021 10:33:47 AM,37300,157100,43400,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,308,  ,RPA2 - Concrete,A,3501,776,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-16-06-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 16, Lot 12 - 13",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,177600,46800,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,560,  ,"RRS1 - Shed, Frame",A,3501,96,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,352,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-12-02-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 17, Lot 20 - 21",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,1/7/2022 3:03:13 PM,37300,184120,51270,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",L,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-25-14-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 4, Lot 35 - 37",0.241,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,40946,2430,4749,Primary Site,   ,   ,40946,"RRS1 - Shed, Frame",A,3501,480,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-25-13-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 4, Lot 38 - 39",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,166900,52100,Primary Site,   ,   ,37300,RPA2 - Concrete,L,3501,735,  ,RPA2 - Concrete,L,3501,130,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,480,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-18-17-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 11, Lot 37 - 38",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,12/29/2021 1:14:37 PM,37300,177900,55400,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",L,3501,  ,  ,RPA2 - Concrete,A,3501,708,  ,"RRG3 - Garage, frame, detached, unfinished",3,3501,216,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,624,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-06-20-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 22, Lot 30, W36.8 FT LT 30",0.118,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,34764,126536,28100,Primary Site,   ,   ,34764,"RRG3 - Garage, frame, detached, unfinished",3,3501,240,  ,RPA2 - Concrete,A,3501,320,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-23-13-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 7, Lot 45 - 46",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,7/8/2020 11:43:30 AM,37300,212300,60500,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,600,  ,RPA2 - Concrete,A,3501,500,  ,"RRS3 - Shed, residential, masonry",A,3501,288,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-18-18-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 11, Lot 35 - 36",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,12/12/2022 9:29:16 AM,37300,180900,39600,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,930,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,672,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-26-07-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 3, Lot 9 - 10",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,5/3/2021 4:13:36 PM,37300,191000,43700,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,240,  ,RPA2 - Concrete,A,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-25-05-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 4, Lot 15 - 16, & W2 LT 14",0.201,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,39264,215940,63703,Primary Site,   ,   ,39264,"RRG3 - Garage, frame, detached, unfinished",2,3501,400,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-26-19-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 3, Lot 33A, AMND LT 33-35  (96)",0.121,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,34918,155682,51700,Primary Site,   ,   ,34918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-20-16-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 9, Lot 35 - 36",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/25/2023 10:35:01 AM,37300,228900,86800,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,192,  ,RPA2 - Concrete,A,3501,333,  ,"RRG3 - Garage, frame, detached, unfinished",2,3501,216,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-05-23-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 21, Lot 26 - 28",0.241,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,9/6/2023 9:45:41 AM,58400,166200,37100,Primary Site,   ,   ,58400,"CGFF - Garage, detached, frame, finished",A,3527,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104 - Residential, 4-family",1,0,0,011 - Apartment,8,0,8,3-Normal,50,2-Hot Water or Steam,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-22-10-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 6, Lot 5 - 6,  (01)",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/6/2023 7:37:05 AM,37300,146300,51400,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,  ,  ,"RRS1 - Shed, Frame",L,3501,288,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-15-02-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 15, Lot 19 - 20",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/20/2020 9:02:53 AM,37300,185600,45700,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,280,  ,RPA2 - Concrete,A,3501,700,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-15-03-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 15, Lot 16, LT 17-18 W2 LT 16 BLK 15 YELLOWSTONE ADD",0.201,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/23/2019 2:03:09 PM,39264,202836,66100,Primary Site,   ,   ,39264,"RRG3 - Garage, frame, detached, unfinished",3,3501,240,  ,RPA2 - Concrete,A,3501,350,  ,"RRS1 - Shed, Frame",A,3501,80,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-13-23-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 13, Lot 30, & W20 FT LT 31",0.145,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,7/1/2011 8:02:52 AM,36407,209693,61100,Primary Site,   ,   ,36407,RPA2 - Concrete,A,3501,400,  ,"RRG3 - Garage, frame, detached, unfinished",3,3501,240,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-09-12-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 20, Lot 48, S70 FT E2 LT 48 S70 FT LT 49-50",0.100,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,6/10/2020 10:56:33 AM,33478,160222,39200,Primary Site,   ,   ,33478,"RRG4 - Garage, masonry, detached, unfinished",4,3501,400,  ,RPA2 - Concrete,A,3501,360,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-20-14-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 9, Lot 39 - 40",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,139800,21000,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",5,3501,988,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-20-13-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 9, Lot 41 - 42",0.161,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,6/5/2012 10:35:22 AM,42739,342561,75900,Primary Site,   ,   ,42739,"CPA2 - Paving, concrete, 4""",A,3527,1398,  ,"CAFF - Garage, attached, frame, finished",A,3527,986,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"102 - Residential, 2-family",1,0,0,011 - Apartment,8,1,8,3-Normal,50,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-16-04-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 16, Lot 16 - 17",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,6/16/2017 9:27:38 AM,37300,156100,40800,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,528,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-23-11-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 7, Lot 3 - 4",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,1/13/2022 3:59:06 PM,37300,186500,44300,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",A,3501,  ,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,380,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-09-07-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 20, Lot 13, & E2 LT 14",0.121,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,3/24/2021 3:40:07 PM,34912,183888,43000,Primary Site,   ,   ,34912,"RRG1 - Garage, frame, detached, finished",4,3501,576,  ,RRC1 - Carport,4,3501,280,  ,RPA2 - Concrete,A,3501,500,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-11-02-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 18, Lot 20 - 21",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/28/2020 6:06:19 PM,37300,173100,54700,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",3,3501,308,  ,RPA2 - Concrete,A,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-09-11-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 20, Lot 1 - 2, & E2 LT 3",0.201,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/28/2014 3:47:50 PM,39264,294950,75233,Primary Site,   ,   ,39264,RPA2 - Concrete,L,3501,450,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,576,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-26-01-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 3, Lot 21 - 23",0.241,10/6/2023 1:55:41 AM,,Mixed Use - Res & Comm,YELLOWSTONE ADD,3/30/2016 1:11:27 PM,96619,123110,56810,Primary Site,   ,   ,96619,"RRS1 - Shed, Frame",L,3501,120,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"373 - Multi-purpose, Retail, single occupancy",1,0,0,083 - Multi-Use Sales,10,1,10,2-Fair,40,3-Unit or Space Heaters,2-Normal,2-Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-08-12-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 24, Lot 35 - 36, & E22 FT LT 34",0.231,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,9/15/2015 1:08:04 PM,42708,294092,49500,Primary Site,   ,   ,42708,"CRS2 - Utility Building, metal",A,3527,80,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104 - Residential, 4-family",1,0,,,9,0,,3-Normal,50,3-Unit or Space Heaters,2-Normal,,,,,,0,011 - Apartment,9,3-Normal,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-09-04-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 20, Lot 18 - 19",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/24/2023 3:19:17 PM,37300,179000,52300,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,680,  ,"RRG3 - Garage, frame, detached, unfinished",3,3501,560,  ,"RRS2 - Shed, residential, metal",C,3501,80,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-23-17-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 7, Lot 37, & E18.5'LT 36 W21.5'LT 38",0.209,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,9/23/2020 3:09:11 PM,52307,227393,63400,Primary Site,   ,   ,52307,"CGFF - Garage, detached, frame, finished",L,3527,552,  ,"CPA2 - Paving, concrete, 4""",A,3527,800,  ,CRC1 - Carport,A,3527,210,  ,,,,,,,,,,,,,,,,,,,,,"103 - Residential, 3-family",1,0,0,011 - Apartment,8,0,8,3-Normal,50,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-09-24-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 20, Lot 26 - 27, N90' LTS 26-27",0.103,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,2/19/2014 3:30:28 PM,33696,194404,48600,Primary Site,   ,   ,33696,RPA2 - Concrete,A,3501,220,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-17-07-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 12, Lot 14 - 15",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,6/12/2015 8:32:20 AM,37300,179300,50400,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,172,  ,"RRG3 - Garage, frame, detached, unfinished",3,3501,240,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-13-04-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 13, Lot 18 - 19",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/29/2020 11:47:59 AM,37300,150100,49000,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,280,  ,"RRS1 - Shed, Frame",L,3501,24,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-12-11-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 17, Lot 1 - 3, & E2 LT 4",0.281,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,1/28/2022 12:43:56 PM,65760,642940,195400,Primary Site,   ,   ,65760,"CRS1 - Utility Building, frame",A,3527,180,  ,CRC1 - Carport,A,3527,1800,  ,"CPA2 - Paving, concrete, 4""",A,3527,2758,  ,,,,,,,,,,,,,,,,,,,,,"211 - Apartments, Garden (3 stories & less)",1,0,0,011 - Apartment,9,1,9,3-Normal,50,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-24-01-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 8, Lot 18 - 23, (LESS N 25' LT 21) (13)",0.468,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,4/9/2021 1:25:33 PM,97298,965802,245400,Primary Site,   ,   ,97298,"CPA1 - Paving, asphalt",A,3527,2515,  ,"CRF3 - Fence, stockade (commercial)",A,3527,  ,  ,"CPA1 - Paving, asphalt",A,3527,1208,  ,"CPA2 - Paving, concrete, 4""",A,3527,840,  ,,,,,,,,,,,,,,,,,,"104 - Residential, 4-family",1,0,011 - Apartment,,8,8,,3-Normal,50,1-Hot Air,,,,,,0,,1,2-Normal,,,,,,,,,,,,,,,,,,,,3-Normal
03-0927-04-3-26-12-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 3, Lot 45, S48 FT LT 45-46",0.055,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/16/2020 12:19:16 PM,29160,148040,16400,Primary Site,   ,   ,29160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-17-22-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 12, Lot 34 - 35",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,1/13/2015 3:55:21 PM,37300,205400,63900,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",A,3501,48,  ,RPA2 - Concrete,A,3501,500,  ,RPA2 - Concrete,A,3501,100,  ,"RRG3 - Garage, frame, detached, unfinished",3,3501,200,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-11-10-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 18, Lot 5 - 6",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,1/24/2018 12:36:17 PM,37300,218800,61400,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,720,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-23-18-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 7, Lot 34 - 35, & W6.5 FT LT 36",0.182,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,12/3/2019 3:41:13 PM,46956,169244,42600,Primary Site,   ,   ,46956,"CPA2 - Paving, concrete, 4""",A,3527,1499,  ,"CRS1 - Utility Building, frame",A,3527,80,  ,"CGFU - Garage, detached, frame, unfinished",A,3527,640,  ,,,,,,,,,,,,,,,,,,,,,"102 - Residential, 2-family",1,0,0,011 - Apartment,9,0,9,3-Normal,50,2-Hot Water or Steam,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-17-03-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 12, Lot 22 - 23, 7000 SQUARE FEET,  (02)",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,5/31/2013 12:18:40 PM,37300,179400,51500,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,270,  ,RPA2 - Concrete,A,3501,352,  ,"RRS3 - Shed, residential, masonry",A,3501,63,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-13-06-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 13, Lot 14 - 15",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,6/11/2018 2:44:21 PM,37300,162000,42600,Primary Site,   ,   ,37300,"RRS2 - Shed, residential, metal",C,3501,  ,  ,RPA1 - Asphalt,A,3501,  ,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,336,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-17-01-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 12, Lot 24 - 25",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,1/10/2020 11:10:55 AM,37300,193100,50100,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,  ,  ,RPA2 - Concrete,A,3501,330,  ,"RRS1 - Shed, Frame",A,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-28-13-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 1, Lot 45, N76 FT LT 45-46",0.087,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/29/2020 12:56:19 PM,32411,233389,92300,Primary Site,   ,   ,32411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-14-12-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 14, Lot 42 - 44",0.241,10/6/2023 1:55:41 AM,,Mixed Use - Res & Comm,YELLOWSTONE ADD,1/20/2009 2:30:30 PM,58400,236800,31000,Primary Site,   ,   ,58400,"CGFU - Garage, detached, frame, unfinished",A,3527,520,  ,"CPA2 - Paving, concrete, 4""",A,3527,1112,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"102 - Residential, 2-family",1,0,0,011 - Apartment,9,1,9,3-Normal,50,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-28-12-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 1, Lot 45, S64 FT LT 45-46",0.073,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,10/19/2011 1:10:44 PM,31154,224246,66000,Primary Site,   ,   ,31154,RPA2 - Concrete,A,3501,  ,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,200,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-24-23-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 8, Lot 24 - 25",0.161,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,1/20/2017 2:53:54 PM,42739,348861,115900,Primary Site,   ,   ,42739,"CPA2 - Paving, concrete, 4""",A,3527,322,  ,"CPA2 - Paving, concrete, 4""",A,3527,1476,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"102 - Residential, 2-family",1,2021,0,011 - Apartment,8,1,8,3-Normal,50,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
